,Tweet,KS,KH,DH,TDH,SWA,LO,AK
156,@Mr_cosanostra @MegaPKeliduan Fungsi burit aja gak tau mau sok sokan lawan ruhut🤣😂,1.0,0.0,0.0,0.0,0.0,0.0,0.0
157,"Takut rupanya @MegaPKeliduan sama ruhut pandai bernarasi saja tapi tidak ada bukti

Malah dapat bukti pula dia dukung LGBT dgn mengaminkan cuitan si alvin.... https://t.co/IYLAaFyQ0U",1.0,0.0,0.0,0.0,0.0,0.0,0.0
158,"UDAH JELEK , KELAKUAN NYA JELEK PULA https://t.co/nsmRQ8RiIJ",0.0,0.0,0.0,1.0,0.0,0.0,0.0
159,@TheEagle_BEN @democrazymedia @Syaiful14742 Kutembak pala ko nanti,0.0,0.0,0.0,1.0,0.0,0.0,0.0
160,@TheEagle_BEN @democrazymedia @Syaiful14742 Kutempeleng ko nanti,0.0,0.0,0.0,1.0,0.0,0.0,0.0
161,@TheEagle_BEN @democrazymedia @Syaiful14742 Pala ko siluman,0.0,0.0,0.0,1.0,0.0,0.0,0.0
162,"DUIIT 70 JUTA NYA MASIH MAN ?

Jakarta - Majelis hakim menyatakan mantan Menteri Agama (Menag) Lukman Hakim Saifuddin menerima uang Rp 70 juta terkait pengisian jabatan Kepala Kantor Wilayah Kementerian Agama Jawa Timur (Kanwil Kemenag Jatim) https://t.co/INpkj7ycOb https://t.co/jPInx7rFeD",1.0,0.0,0.0,0.0,0.0,0.0,0.0
163,@TheEagle_BEN @geloraco Monyet dong,0.0,0.0,1.0,0.0,0.0,0.0,0.0
164,@BarBaro5_ Kagak bisa dibuka ini pake cadangan 😂 taik emang,0.0,0.0,0.0,1.0,0.0,0.0,0.0
165,@Gank_Of_Petojo @kangaudio Babu terus😂🤣,0.0,0.0,1.0,0.0,0.0,0.0,0.0
166,"ADMIN GUOBLOK gua fans MU malu min sama lu 

Kapasitas Stadion City itu berapa kapasitas Stadion MU itu berapa ?

City segitu udah 90% MU baru 80%an  gak gitu juga lah min dukung MU boleh GOBLOK JANGAN https://t.co/TvjvaLdrPN",0.0,0.0,0.0,1.0,0.0,0.0,0.0
167,PECINTA LOBANG TAIK JUGA YA ???? https://t.co/MzpeDWAtv7,0.0,0.0,0.0,1.0,0.0,0.0,0.0
168,"TAU DARI MANA YANG DEMO GAK PUASA ? 

NARASI MU UNTUK AHY DAN ANIES MAKSUDNYA APA ? GURU ITU DIGUGU DAN DITIRU

KALAU GURU SEPERTI ANDA SUKA SEREMPET RASIS DAN FASIS MAU JADI APA DUNIA PENDIDIKAN KITA.

CC @PBPGRI_OFFICIAL @Itjen_Kemdikbud @pusdatin_dikbud https://t.co/GhS85oCx4N https://t.co/VyXlpc4hkr",1.0,0.0,0.0,0.0,0.0,0.0,0.0
169,Tadi nantangin KADRUN lah kok udah EJAKULASI DINI Lemah lu jib @GusNadjb 🤣😂🤣😂 https://t.co/bQoAnCxQpY,0.0,0.0,1.0,0.0,0.0,0.0,0.0
170,"Yang gua blokir ada CEBONG lah CEBONG itu kan TOXIC DAN SAMPAH kan  semua udah tau 😂 

Kalian dari OPOSISI juga pasti ada dan banyak yang BLOKIRIN CEBONG 😂

Kok pada ngamuk ngatain gua ini itu ampun dah udah pada gua blokirin masih aja pada JULID 😫😫 https://t.co/QQfUx7qjNE",0.0,0.0,1.0,0.0,0.0,0.0,0.0
171,"Sama LUCINTA LUNA baru mau si @Dennysiregar7 

😂🤣

Makanya den jang sok sokan kemana mana masih pake penutu0 wajah rapat aja sok sokan nantang Gelud diring 🤣😂

Ditanggapi disanggupi Beneran Kicep kan lu ciut kan lu mengkerut kan Tytyd dan ring jantung lu😂 https://t.co/fXdSU6dWW6",0.0,0.0,0.0,1.0,0.0,0.0,0.0
172,@Budiono55380129 Jelek rupa jelek pula kelakuan bisa jadi abis ngomong gini lu yang mampus hei tua bangka,0.0,0.0,0.0,1.0,0.0,0.0,0.0
173,@Bob_eT3k3WeR @Catatan_ali7 @PutraErlangga95 Taeeekk,0.0,0.0,1.0,0.0,0.0,0.0,0.0
174,"PARA KETUA PARTAI yg dukung 3 periode itu Beralasan kalau 3 periode  itu aspirasi dari Rakyat 

Seharusnya Kalau KETUA PARTAI ITU WARAS jika ada rakyat yg sampaikan itu langsung ditentang apalagi mereka paham undang undang kasih pengertian BAHWA 3 PERIODE itu melanggar konstitusi",0.0,0.0,1.0,0.0,0.0,0.0,0.0
175,"BACOT 

DIMANA MUNCUNG LO SAAT ADA 6 MANUSIA DIBANTAI DI KM 50 OLEH APARAT KEPOLISIAN ??

JIKA BICARA KEMANUSIAAN HARUS FAIR KARNA SEMUA MANUSIA...

ADE ARMANDO MATI ? KAGAK CACAT ? KAGAK 

TAPI 6 ORANG DI KM 50 MATI MENGENASKAN DIBANTAI APARAT KEPOLISIAN 

DAN LO DIAM... https://t.co/noW5Y2Cods",0.0,0.0,0.0,1.0,0.0,0.0,0.0
176,@naina_TShah @Dennysiregar7 Dm udah mention udah gak ditanggapin sama itu anjing 🤣😂,0.0,0.0,1.0,0.0,0.0,0.0,0.0
177,"Muda doang NYALI kalah sama ADE ARMANDO 

Payah lo Peler... https://t.co/j0MfZsc1lj",0.0,0.0,0.0,1.0,0.0,0.0,0.0
178,"Yang kemarin juga dihajar cebong karna provokasi gua yakin gak Pada Turun dirumah dekem maenan hape sambil Memprovokasi

Dan mereka juga sebenerny gak layak turun KARNA MASIH  PUJA PUJI TOKOH TANPA BERANI MENGKRITISI

LAWAN!!! https://t.co/4Dh8qPNWzQ",0.0,0.0,1.0,0.0,0.0,0.0,0.0
179,"TODAY, 

Thousands of people take part in a demonstration in Jakarta for justice and demand the president resign

@BBCWorld
@Reuters
@cnnbrk
@tv3malaysia
@KKMPutrajaya
@POTUS

#lengserkanjokowi https://t.co/XO0jlzq0uf",0.0,0.0,0.0,0.0,0.0,0.0,1.0
180,"@henrysubiakto Justru Demo itu adalah bagian dari implementasi  DEMOKRASI 

Kok bisa bisa nya Yang dorong demo disebut tidak dewasa Hadeh sekolah lagi sanah 🤣😂

Sekelas PROFESOR bikin statemen kek bocah PAUD 😂

#MahasiswaBergerak 
#MahasiswaBergerak",0.0,0.0,0.0,1.0,0.0,0.0,0.0
181,"Justru Demo itu adalah bagian dari implementasi  DEMOKRASI 

Kok bisa bisa nya Yang dorong demo disebut tidak dewasa Hadeh sekolah lagi sanah 🤣😂

Sekelas PROFESOR bikin statemen kek bocah PAUD 😂

#MahasiswaBergerak 
#MahasiswaBergerak https://t.co/SAnOKhRhtq",0.0,0.0,0.0,1.0,0.0,0.0,0.0
182,"AMERIKA Tidak Ada PKI
Jadi Mereka bebas beribadah dimana pun mereka mau...

Beda dengan INDONESIA baru ada yang NGAJI BERJAMAAH dijalan udah panas udah kelojotan ANJING ANJING PKI Mulai bermunculan 🙈 https://t.co/AEfC0fZHNn",0.0,1.0,0.0,0.0,0.0,0.0,0.0
183,"Wapres Ulama 
Menag Anak Kyai

Tapi pada bungkam lihat #RitualSesatIKN naudzubillah Summa Naudzubillah mindzalik

#RitualSesatIKN bisa jadi sumber bencana karna ALLAH SWT tidak mengampuni Dosa Sirik dan Musrik https://t.co/xghwDC2Atl",1.0,0.0,0.0,0.0,0.0,0.0,0.0
184,Ini pasti salah Jokowi Ahok dan kafir-kafir ateis. ,1.0,0.0,0.0,1.0,0.0,0.0,0.0
185,@fahmiabuazzam1 biar aja biar tai nya kena bapak lo itu ya. Loh tuh kan gak suka sm ahok jadi biar loh sm bpk loh sm ibu loh kena tai nya.,0.0,0.0,1.0,0.0,0.0,0.0,0.0
186,RT @Lupuz0503: Prestasi Ahok Selain mjadi mafia koruptor n penista agama dirinya bhasil tenggelamkan JKT MELALUI congoran CEBON,1.0,0.0,1.0,1.0,0.0,0.0,0.0
187,Ulama Kompak Nyatakan Haram Pemimpin Kafir Pilih Ahok = Murtad!,1.0,1.0,0.0,1.0,0.0,0.0,1.0
188,KAU PENDIKAN TINGGI TAPI BODOH....GK ADA LARANG BAWA AGAMA..BIAR ORANG ISLAM YG DI BAYAR AHOK SADAR GK JADI MILIH AHOK GLA,1.0,0.0,0.0,1.0,0.0,0.0,0.0
189,@indopoints di tanah abang cina udah mulai resah dan stres gara2 si penista agama dan pilkada pasar jd sepi. Sepi sampai 2 minggu lg ha. ha,1.0,1.0,0.0,1.0,0.0,0.0,0.0
190,@investigator_RI betul dan semua pihak yg menentang si cina kafir ahok akan di kriminalisasi oleh polisi dgn smua rekayasa hukum nya,1.0,1.0,0.0,1.0,0.0,0.0,0.0
191,saya ga habis pikir kenapa fanboy ahok bego bego ya pada ga ngerti sejarah. Gampang kejebak iklan. Maaf ya.,1.0,0.0,0.0,1.0,0.0,0.0,0.0
192,@Zufrianto3 lebih baik pilih ahok drpd pilih yg se iman tp koruptor dn munafik !! Bodoh kau,1.0,0.0,0.0,1.0,0.0,0.0,0.0
193,Ahok si penghina Al - Qur'an dan Ulama ini selalu bersikap menjijikkan yaitu sok suci dan merasa paling benar ,1.0,0.0,0.0,1.0,0.0,0.0,0.0
194,Hidup china komunis ! ,1.0,1.0,0.0,1.0,0.0,0.0,0.0
195,Ini tuh kesalahan Jokowi dan Ahok si babi ateis. ,0.0,0.0,1.0,1.0,0.0,0.0,0.0
196,Kalo ahok menang pilkada bikin video sex bareng anaknya dong tan.? ,1.0,0.0,0.0,1.0,0.0,0.0,0.0
197,Keluarga Besar Kami Yang Berdomisili di Jakarta TIDAK PILIH AHOK!! Suara Ulama Bulat! #HaramPilihAhok #JanganGolput,1.0,0.0,0.0,0.0,0.0,0.0,0.0
198,RT @indopoints: china babi... china maling...#UsirChina ,1.0,1.0,1.0,1.0,0.0,0.0,1.0
199,tangkap ahok dan klompok nya yg melakukan pemalsuan e KTP karna merupakan penghiyanat bagi bangsa dan negara,1.0,0.0,0.0,1.0,0.0,0.0,1.0
200,Tangkap Ahok Sekarang Juga Share Jika Setuju !!!,0.0,0.0,0.0,0.0,0.0,0.0,1.0
201,Video Ahok Menghina Agama Kristen Agama Konyol #AhokPecahBelahBangsa,1.0,0.0,0.0,1.0,0.0,0.0,0.0
202,Bukan Hanya Penista Agama Bagi JPU Ahok Pemecah Belah Bangsa ,1.0,0.0,1.0,1.0,0.0,0.0,0.0
203,Nomor 1 sok tau lagi lansung di skak wkwkwk #DebatFinalPilkadaJKT,0.0,0.0,0.0,1.0,0.0,0.0,0.0
204,RT @Gemacan70: Ayoo jaga keutuhan NKRI!!! Tangkap Penista Agama!!! #StopKriminalisasiUlama ,1.0,0.0,0.0,1.0,0.0,0.0,0.0
205,Lupuz0503: Terlihat salah satu pendukung mafia koruptor dan penista agama A24 para gerombolan BANCI TITOT lakukan bidikan ke arah,1.0,0.0,0.0,1.0,0.0,0.0,0.0
206,RT @UstadTengku: Ya Allah Jika Mereka Menempuh Cara2 Curang utk Memenangkan Si Penista Agama Engkau Kirimkanlah MALAIKAT MAUT Utk menyeles\u2026,1.0,0.0,0.0,1.0,0.0,0.0,1.0
207,Kebanyakan fitnah nih mpok silvy #DebatFinalPilkadaJKT #Gue2,0.0,0.0,0.0,1.0,0.0,0.0,0.0
208,FPI: Pendukung Ahok kalah jumlah  dengan izin Allah kita gusur Gubernur koruptor dan penista agama ,1.0,0.0,0.0,1.0,0.0,0.0,1.0
209,#JakartaBanjir Pemimpinnya gak punya akhlak yg baik... PENISTA AGAMA. ,1.0,0.0,0.0,1.0,0.0,0.0,0.0
210,RT @felixsiauw: tapi twit begini asik lo  kita jadi tau yang mana akun-akun pro-penista agama  akun-akun buzzer yang kerjanya menghujat :),1.0,0.0,0.0,1.0,0.0,0.0,0.0
211,DivHumasHansip: ahoker siap bela penista agama A35,1.0,0.0,0.0,1.0,0.0,0.0,0.0
212,RT @alwinazar24: sepertinya CUCUnya DAJJAL telah hadir,0.0,0.0,1.0,0.0,0.0,0.0,0.0
213,Mereka Siang MALAM Maki2 Ulama Kita  Nongkrongi Medsos Ulama2 Bela PENISTA Agama yg SOMBONGNYA Minta AMPUN.,1.0,0.0,0.0,1.0,0.0,0.0,0.0
214,RT @Jhonkosmik: Ada apa dengan mayoritas etnis China di DKI?Mengapa begitu solid mendukung penista agama Islam?Dendam?Tidak nasionalis?,1.0,0.0,0.0,1.0,0.0,0.0,0.0
215,Mukanya mpo Silvy Asem bangett ngakak kena deh abis jahat sih #DebatFinalPilkadaJKT,0.0,0.0,0.0,1.0,0.0,0.0,0.0
216,RT @GodinJ760478: @tempodotco gara2 belain terdakwa penista agama jadi remek semua. Sukurin,1.0,0.0,0.0,1.0,0.0,0.0,0.0
217,RT @Chaeruddin_B: Sekumpulan Teman Penista Agama Tdk ada empati buat korban banjir  hanya koar2 memuji junjunganya ,1.0,0.0,0.0,1.0,0.0,0.0,0.0
218,RT @TerorisSocmed: PENJARAKAN PENISTA AGAMA !!! ATAU @jokowi TURUN !!! ,1.0,0.0,0.0,1.0,0.0,0.0,1.0
219,Si penista agama  Jaga mulut aja gabisa apalagi jaga jkt?,1.0,0.0,0.0,1.0,0.0,0.0,0.0
220,Ahok : program paslon no. 1 ini programnya ngambang | yaiyalah pakkk gak ada program diaa cma ada celaan #DebatFinalPilkadaJKT,0.0,0.0,0.0,1.0,0.0,0.0,0.0
221,Akui saja Ahok dan Djarot kalian gagal atasi banjir.Orang kena banjir anda sibuk sidang kasus penista agama,1.0,0.0,0.0,1.0,0.0,0.0,0.0
222,RT @87_julay: Iyaa... Ahog Ngak pantes jadi pemimpin.. Pantesnya penista agama dipenjarakan!!! ,1.0,0.0,0.0,1.0,0.0,0.0,1.0
223,RT @wongawas: Overdosis @Metro_TV membela penista agama. ,1.0,0.0,0.0,1.0,0.0,0.0,0.0
224,Kaga masuk diakal kite kalo suara seorang penista agama yg dah dikutuk ame umat islam suara nye bisa tinggi  emang sengaja ditinggiin tuh,1.0,0.0,0.0,1.0,0.0,0.0,0.0
225,RT @andreobz: Pantasan di pecat dr menteri...data2 aj ngawur dan memkasakan betul..hahaha #AhokPastiTumbang #paslon3 #pilgubdki,0.0,0.0,0.0,1.0,0.0,0.0,0.0
226,RT @BangsaPenguasa: Penjarakan ahoax penista agama atau jokowi turun.#KonsolidasiDewanPKB ,1.0,0.0,0.0,1.0,0.0,0.0,1.0
227,Napa dibiarin tim si penista agama maen curang maren  emang sengaja dibiarin biar ntar digaplok umat islam rame2 se jakarta tuh penista,1.0,0.0,0.0,1.0,0.0,0.0,1.0
228,Hahahahhahaa silvy ohh silvy cacingan amat loe ahhh wkwkwkwkwkk #DebatFinalPilkadaJKT,0.0,0.0,1.0,0.0,0.0,0.0,0.0
229,"RT @Rakyat_Angin: Ahok Taik. \""MENFITNAH\"". Emang lu tukang caci maki perempuannn!! Asuuu #AhokPastiTumbang #DebatFinalPilkadaJKT,1,0,1,1,0,0,0",,,,,,,
230,RT @HasanArisandi: #AhokPastiTumbang fakta di bilang fitnah #DebatFinalPilkadaJKT,0.0,0.0,0.0,1.0,0.0,0.0,0.0
231,Shame on you silvy !! Ga malu fitnah?? Tuh rasain pak ahok panas  skak mat #DebatFinalPilkadaJKT,0.0,0.0,0.0,1.0,0.0,0.0,0.0
232,Bu silvi anti pns level rendah katanya #DebatFinalPilkadaJKT,0.0,0.0,0.0,1.0,0.0,0.0,0.0
233,RT @AnnisaFYtr: Hanya Orang Islam Yang Bodoh dan Goblok Yang Memilik Ahok! #DebatFinalPilkadaJKT,1.0,0.0,0.0,1.0,0.0,0.0,0.0
234,DivHumasHansip: fitnah FPI pecah adalah ulah ahoker yg melihat elektabilitas ahok tinggal 10% mereka kelojotan melihat MUI NU Muhammadi,1.0,0.0,0.0,1.0,0.0,0.0,0.0
235,Norak banget iklan mantan mendikbud @aniesbaswedan ini. Tambah gak respech.. inilah tenun kebangsaan yg dia maksud.\u2026 ,1.0,0.0,0.0,1.0,0.0,0.0,0.0
236,RT @DivHumasHansip: yg nebar kebencian itu ahok mbak masa mbak gak tau sih sampai dia jadi terdakwa loh @AnizzahGedrun,0.0,0.0,0.0,0.0,0.0,0.0,0.0
237,pertanyaan dari Bu Sylvi gak mutu amat. #DebatFinalPilkadaJKT,0.0,0.0,0.0,1.0,0.0,0.0,0.0
238,Huuu sylvi tak tahu apa-apa asal ngoceh #NobarAhokDjarot #DebatFinalPilkadaJKT,0.0,0.0,0.0,1.0,0.0,0.0,0.0
239,Sylvi keliatan bloonnya #DebatFinalPilkadaJKT,0.0,0.0,0.0,1.0,0.0,0.0,0.0
240,RT @WanitaRevolusi: Ahoax penista agama kembali mengolok olok surat AL-MAIDAH 51. Cc @Dahnilanzar,1.0,0.0,0.0,1.0,0.0,0.0,0.0
241,#JakartaBanjir Pemimpinnya gak punya akhlak yg baik... PENISTA AGAMA.,1.0,0.0,0.0,1.0,0.0,0.0,0.0
242,#DebatFinalPilkadaJKT mati kau hok,0.0,0.0,0.0,0.0,0.0,0.0,1.0
243,Yg ga punya program bisanya cuma fitnah. Ciri Orang yg demen ngambil kjp kontan #DebatFinalPilkadaJKT,1.0,0.0,0.0,1.0,0.0,0.0,0.0
244,Mpok silvi nyinyir melulu pertanyaan nya tapi sayang sesat! Maklum sih dese emakemak! #DebatFinalDKI #DebatFinalPilkadaJKT,0.0,0.0,1.0,1.0,0.0,0.0,0.0
245,RT @bajigurceleng: @jpnncom hahaha jelas2 buat pilkada dasar polisi made in cina pelindung penista agama,1.0,1.0,0.0,1.0,0.0,0.0,0.0
246,Kurangnya pemberdayaan wanita DKI Jakarta bisa dilihat dari telaknya perbedaan warna muka dan warna tangan mpok sylvi #DebatFinalPilkadaJKT,1.0,0.0,0.0,1.0,0.0,0.0,0.0
247,Agus silvy Tukang Fitnah #DebatFinalPilkadaJKT,1.0,0.0,0.0,1.0,0.0,0.0,0.0
248,#DebatFinalPilkadaJKT yaudah gus sini kalo ga sakit secara fisik daripada verbal gw gebukin lo rame2,0.0,0.0,0.0,0.0,0.0,0.0,1.0
249,Keluarga kita gak ada yg maling coyy gak perlu trauma kaleeeee emang kluarga ente?,0.0,0.0,0.0,1.0,0.0,0.0,0.0
250,JG KAITKAN JOKOWI DENGAN AHOK KATA JOHAN BUDI. KATA KAMI. SEBAB JOKOWI ANJING. SEDANGKAN AHOK BABI. YA JELAS BERBEDA. WALAUPUN OTAKNYA SAMA,0.0,0.0,1.0,0.0,0.0,0.0,0.0
251,Bajingan lu silvy #DebatFinalPilkadaJKT,0.0,0.0,0.0,1.0,0.0,0.0,0.0
252,Hasil Akhir  Menyatakan @jokowi Melindungi Ahok TERDAKWA PENISTA AGAMA !!!,1.0,0.0,0.0,1.0,0.0,0.0,0.0
253,RT @SiBonekaKayu: Selepas banjir Jakarta 212 Pendukung Ahok mengganti narasi doa. Semua demi keuntungan Sang Penista Agama,1.0,0.0,0.0,1.0,0.0,0.0,0.0
254,Tionghoa katanya kaya? Kok pada putus sekolah? Kebanyakan dugem?,1.0,0.0,0.0,1.0,0.0,0.0,0.0
255,Gusur Ahok demi Indonesia. Teladan buruk pembangkangan hukum dan anti kemanusiaan di Jakarta jgn tertular ke daerah. #CoblosPecinya,1.0,0.0,0.0,1.0,0.0,0.0,1.0
256,BUAT AHOKER YANG TAKUT MATINYA GG DISHOLATIN  TENANG ADA ABU JANDA UST GADUNGAN YG SIAP SHOLATIN AHOKER & JOKOWER,1.0,0.0,0.0,0.0,0.0,0.0,0.0
257,Mampuuss ! Di tembak dalem banget silvyy .. lo urusin tuh dapurr ! Gak punya program demennya nyerang terus !!! #gue2 #DebatFinalPilkadaJKT,1.0,0.0,0.0,1.0,0.0,0.0,0.0
258,Anjir baru kali ini lihat orang bego mau debat pilkada. Kerjanya nyerang karakter. Shame on you mpok silvy and agus. #DebatFinalPilkadaJKT,1.0,0.0,0.0,1.0,0.0,0.0,0.0
259,Uang Taipan tuh. Nanti dibayar dengan ratusan penggusuran biadab oleh Ahok.,1.0,0.0,0.0,1.0,0.0,0.0,0.0
260,CINA ASU ,1.0,1.0,0.0,1.0,0.0,0.0,0.0
261,Ketika ngomong  Sylvi keliatan oke. Tapi begitu didebat Ahok Sylvi langsung kekuatan goblok.,1.0,0.0,0.0,1.0,0.0,0.0,0.0
262,Jangankan Banjir  Tuhan aja Dilawan Sama Ahok #JakartaBanjir Tapi Jakarta hari Ini Bukan Banjir  Hanya GENANGAN.,1.0,0.0,0.0,1.0,0.0,0.0,0.0
263,ADA PEMIMPIM PRIBUMI knp pilih PEMIMPIN IMPOR yg g BERADAB tukang BERBOHONG yuk PRIBUMIKAN DKI milik BANGSA IND @Gemacan70 @TerorisSocmed,1.0,0.0,0.0,1.0,0.0,0.0,0.0
264,Karna dia ga punya program hanya modal bacot doang,0.0,0.0,0.0,1.0,0.0,0.0,0.0
265,Pendukung berarti dia bagian dr penista agama tersebut!!! Dukung gerakan ini 100%,1.0,0.0,0.0,1.0,0.0,0.0,0.0
266,Narkoba yg paling berbahaya adalah ILUSI KESUCIAN AHOK SANG PENISTA.,1.0,0.0,0.0,1.0,0.0,0.0,0.0
267,@tribunnews emang ahok siapa?? Orang penting?? Dia hanya penista agama!!,1.0,0.0,0.0,1.0,0.0,0.0,0.0
268,cina mah duitnya dari hasil maling di Indonesia di balikin lgi berkedok invest plus bawa gembel2 & napi dari Cina negeri nenek moyang ahok,1.0,1.0,1.0,1.0,0.0,0.0,0.0
269,Tangkap Ahok @basuki_btp skrng juga  koruptor reklamasi Jakarta dan penista Agama Islam.,1.0,0.0,0.0,1.0,0.0,0.0,1.0
270,keliatan banget bego nya mpok silvy and agus. #DebatFinalPilkadaJKT,1.0,0.0,0.0,1.0,0.0,0.0,0.0
271,Yg Ahokers  Klo gak seneng ama cuitan gw silahkan unfollow krn gw Anti AHOK (Si Penista Agama Islam),1.0,0.0,0.0,1.0,0.0,0.0,0.0
272,AGAMA DI NISTAKAN! ULAMA DI LECEHKAN!! Ini Alasannya #HaramPemimpinKafir,1.0,0.0,0.0,1.0,0.0,0.0,0.0
273,RT @FredyBastian3: Cara serang Ahok : Kafir galak,1.0,0.0,0.0,1.0,0.0,0.0,0.0
274,@umnia77 @ruhutsitompul @sahal_as anjing2 ahok.kaum babi lo bnyk bacot.mnding duel sma gw.,0.0,0.0,1.0,0.0,0.0,0.0,0.0
275,Ahok memang verbalnya keras. Pelampiasan dan pelarian karena kelelakiannya lunak.,0.0,0.0,0.0,1.0,0.0,0.0,0.0
276,yg maling itu kan china2 babi BLBI   korupsi nya triliunan   termasuk si AHok korupsi 2 triliun..,1.0,1.0,1.0,1.0,0.0,0.0,0.0
277,Mimpi djan farid jakarta lebih islami dari aceh jika ahok terpilih itu ibarat babi merindukan halal,1.0,0.0,1.0,0.0,0.0,0.0,0.0
278,@KompasTV @ridwankamil ridwal kamil memang hebat dan top nggak kaya ahok tukang penista agama dan koruptor,1.0,0.0,0.0,1.0,0.0,0.0,0.0
279,@TPK_RI ITULAH si ahok kutil babi,0.0,0.0,1.0,0.0,0.0,0.0,0.0
280,Dasar si Kutil babi ahok memang Tukang Bohong. selain Bohong ahok jg biasa Menyalahkan yg lain menutupi Kegagalan nya . contoh soal banjir,1.0,0.0,1.0,1.0,0.0,0.0,0.0
281,@PonkEcha @Fahrihamzah Si Terdakwa Penista Agama Alias Si Ahok Babi Jamban tuh yang Morfotin Uang Rakyat Jakarta,1.0,0.0,1.0,1.0,0.0,0.0,0.0
282,Om...Ahoknya...Mana Om Katanya Si BABi Ahok Bisa Ngatasi Banjir...Om...BABi Jgn Membual Om...?!!?,1.0,0.0,1.0,1.0,0.0,0.0,0.0
283,kenapa anak babi jalan nya nunduk???karena malu liat ulah bapak nya yang ngebelain ahok..,0.0,0.0,1.0,1.0,0.0,0.0,0.0
284,Perilaku Si BABI @jokoanwar ini memang benci dgn hal berbau Islam. Cocok dgn Ahok. @SiBonekaKayu,1.0,0.0,1.0,1.0,0.0,0.0,0.0
285,@budimandjatmiko ahok si kutil babi kembali ke rumah lembang kenapa jakarta jadi banjir bud?,1.0,0.0,1.0,1.0,0.0,0.0,0.0
286,#jujur orang cerdas dan pintar pilih orang imam dan mampu memimpin ..bisa sholat...bisa ngaji..santun  sopan..tidak seperti babi kafir ahok,1.0,0.0,0.0,1.0,0.0,0.0,0.0
287,Teman Ahok emank TAI. apalagi pemimpinnya kek BABI! @temanahok,1.0,0.0,0.0,1.0,0.0,0.0,0.0
288,Mana para babi ahok yg ngejek onta  biar di injek2 ama onta,0.0,0.0,0.0,1.0,0.0,0.0,1.0
289,@gotcancer2 bukannya stigma babi itu milik tuhan elu si ahok kafir,1.0,0.0,1.0,1.0,0.0,0.0,0.0
290,Kampungan ya pendukung AHY ,0.0,0.0,0.0,1.0,0.0,0.0,0.0
291,udah lu jgn panik gitu. ahok si kutil babi bakal tumbang kok di putaran kedua. teruskan cuapcuap mu di sosmed  gak ngaruh.,1.0,0.0,1.0,0.0,0.0,0.0,0.0
292,ahok tidak layak seperti manusia  dia lebih tepat seperti babi yg tidak punya akal pikiran dan jiwa manusiawi,0.0,0.0,1.0,1.0,0.0,0.0,0.0
293,@haloJakarta Ahok (BTP) Basuki Tai Babi,0.0,0.0,1.0,1.0,0.0,0.0,0.0
294,RT @diyahaudya: @yusuf_dumdum Yg ada  cacimaki penista agama tapi ternyata ketauan poligami ngumpet2. Apa mau digituin? Saya sih ogah.,1.0,0.0,0.0,1.0,0.0,0.0,0.0
295,iya   trump memang penista agama atau anti islam emang hubungannya dgn anis apa?,1.0,0.0,0.0,1.0,0.0,0.0,0.0
296,adichandramang2 Ada aseng KOPLO pembela si PENISTA AGAMA yg durjana nyuruh org lain ngaji!,1.0,0.0,0.0,1.0,0.0,0.0,0.0
297, Itulah kebodohan para penista agama  sudah saatnya pilih pemimpin yg mengerjakan shalat 5 waktu,1.0,0.0,0.0,1.0,0.0,0.0,0.0
298,@iwanfals pilih Anis sandi doong..jgn pilih si penista agama pemecah NKRI,1.0,0.0,0.0,1.0,0.0,0.0,0.0
299,Emang terdakwa penista agama  salahnya dimana coba  kl yg biasa bikin hoax metrotipu aman2 aja tuh dewan peres,0.0,0.0,0.0,1.0,0.0,0.0,0.0
300,@RamadanMalka Pamor RK jadi seakan tak ada artinya jika parpol pengusungnya pendukung penista agama...,1.0,0.0,0.0,1.0,0.0,0.0,0.0
301,@RestySeterah si ahok pantasnya dinobatkan sbgai Babi ngepret,0.0,0.0,1.0,0.0,0.0,0.0,0.0
302,yg salah itu mereka menulis TERDAKWA PENISTA AGAMA coba klo ditulis BAGINDA YANG MULIA pasti ga masalah..cuih.,0.0,0.0,0.0,1.0,0.0,0.0,0.0
303,Faktanya Cina2 parasit tuh ngotot belain si penista Agama @PradanaBhakti @IrianaPasirua @PutraSumedang18 @khoirulilham12 @ronavioleta,1.0,0.0,1.0,1.0,0.0,0.0,0.0
304,jokowi ratu adil apaan..??? dia ga ada keturunan darah biruadanya DARAH KOTOR cina babi..!!! ,1.0,0.0,1.0,1.0,0.0,0.0,0.0
305,RT @RestySeterah: Keren nih apps kawal TPS .. Yuk gabung buat pastikan cagub terdakwa penista Agama lebih cepat diantar kehabitatnya,0.0,0.0,0.0,1.0,0.0,0.0,0.0
306,Kalau lo gak tau apa-apa ya jangan berkoar sembarangan dong  keliatan banget kalau lo itu beneran bego :)) #FuckYou,0.0,0.0,0.0,1.0,0.0,0.0,0.0
307,@AHMADDHANIPRAST ahmad dhani yang terhormat paling babi paling anjing aing kontol paling lonte tungu saat nya karier mu akan habis!!!!,0.0,0.0,1.0,0.0,0.0,0.0,0.0
308,Kang @ridwankamil  fakta hari ini partai pendukung si penista agama sangat dibenci rakyat termasuk rakyat Jabar. ,0.0,0.0,0.0,1.0,0.0,0.0,0.0
309,plis jangan sok kecantikan selalu pacarin artis2 yang lagi meletek  jijik gw liatnya,0.0,0.0,0.0,1.0,0.0,0.0,0.0
