,Id,Tweet Time,Url,Likes Count,Reply Count,Retweet Count,Retweeted Tweet,User Id,User Name,User Location,Follower Count,Following Count,Likes Count,Tweets Count,Tweet Text,KS,KH,DH,TDH,SWA,LO,AK
951,1522170583802609664,2022-05-05 11:05:22+00:00,https://twitter.com/CatatanAli07/status/1522170583802609664,2,0,1,,,,,,,,,"Pengamat amatiran seperti @CoachJustinL jika masih dikasih panggung ya begini masih akan terus pamer kebodohan nya....

https://t.co/kxYzj18mJS",0,0,1,1,0,0,0
959,1520607020088721408,2022-05-01 03:32:19+00:00,https://twitter.com/CatatanAli07/status/1520607020088721408,0,1,0,,1243153558645526529,naina_TShah,"Kota Tasikmalaya, Jawa Barat",3196,874,20285,32721,@naina_TShah Mengajak untuk bodoh 😂,0,0,1,1,0,0,0
960,1520606570258010113,2022-05-01 03:30:32+00:00,https://twitter.com/CatatanAli07/status/1520606570258010113,15,2,7,,,,,,,,,Orang dibawah ini memanfaatkan kebodohan nya untuk membodoh bodohi orang lain 😂🤣😂 https://t.co/94kkFgPyrK,0,0,1,1,0,0,0
965,1520025841476173825,2022-04-29 13:02:55+00:00,https://twitter.com/CatatanAli07/status/1520025841476173825,2,0,0,,1177998153389203456,veaadeeana,in your arms,12934,5282,215775,35034,@veaadeeana @semutsemeru @nyonyahsyuper @Catatan_ali7 @AchmadAnnama Tolol benci sama siapa tapi dagangan orang dibawa bawa,0,0,1,1,0,0,0
968,1520011195994238980,2022-04-29 12:04:44+00:00,https://twitter.com/CatatanAli07/status/1520011195994238980,4,1,1,,1471839198181085184,semutsemeru,Indonesia,1566,1525,10736,13468,"@semutsemeru @nyonyahsyuper @Catatan_ali7 @AchmadAnnama GOBLOK berani nya maen blokir kalau bacot itu mikir dulu dateng dateng ngehina sana sini

SEMOGA KUE GAK BASI Lu pikir kue udah mau Basi dikasiin orang

TOLOL https://t.co/AVpoG0niL5",0,0,1,1,0,0,0
987,1517876999888699392,2022-04-23 14:44:12+00:00,https://twitter.com/CatatanAli07/status/1517876999888699392,0,0,1,,,,,,,,,@TriSuaka1 TAIK LU https://t.co/ZNZpHyAI8P,0,0,1,1,0,0,0
1031,1517326244454739968,2022-04-22 02:15:41+00:00,https://twitter.com/CatatanAli07/status/1517326244454739968,2,2,1,,,,,,,,,"Ada lagi ORANG GILA ngaku sedaerah sama gua tau pasti soal gua

tapi aneh nya gua sendiri merasa gak pernah ketemu sama sekali sama dia gak tau siapa itu orang dan dia pake akun anonim 🤣😂

Goblok 😂",0,0,1,1,0,0,0
1184,1513376979646820353,2022-04-11 04:42:43+00:00,https://twitter.com/CatatanAli07/status/1513376979646820353,0,1,0,,1351186986,saposikompak,"Medan Maimun, Indonesia",6972,7163,69160,74898,"@saposikompak Cebong goblok
Bisanya cuma monggat manggut",,,1,1,,,
1218,1513344698873970690,2022-04-11 02:34:27+00:00,https://twitter.com/CatatanAli07/status/1513344698873970690,5,0,1,,,,,,,,,HANYA MANUSIA BODOH YANG MASIH BERANGGAPAN KONDISI INDONESIA BAIK BAIK SAJA!! https://t.co/CjNQzrtpxn,,,1,1,,,
1,1580499737479782400,2022-10-13 10:04:36+00:00,https://twitter.com/CatatanAli07/status/1580499737479782400,0,0,2,https://twitter.com/Catatan_ali7/status/1580499651949514753,,,,,,,,RT @Catatan_ali7: Kalau abis Nonton Bokep SANGE HE 🙄👍,0,0,0,1,0,0,0
2,1580482417223118848,2022-10-13 08:55:46+00:00,https://twitter.com/CatatanAli07/status/1580482417223118848,0,0,4,https://twitter.com/Catatan_ali7/status/1580482014095908866,,,,,,,,RT @Catatan_ali7: Tanah Milik DKI dari 2012 sudah tidak bayar iuran tidak punya SHM itu bukti kalau ANIES TEGAS lebih Tegas dari JOKOWI AHO…,0,0,0,1,0,0,0
5,1580442607502516226,2022-10-13 06:17:35+00:00,https://twitter.com/CatatanAli07/status/1580442607502516226,0,0,7,https://twitter.com/Catatan_ali7/status/1562803094408560644,,,,,,,,"RT @Catatan_ali7: Bikin CUITAN AGAMA silahkan tapi ya sesuaikan dengan kelakuan nya , jgn hanya sekedar untuk cari simpati dan pujian 

Set…",1,0,0,0,0,0,0
7,1580442572765290497,2022-10-13 06:17:27+00:00,https://twitter.com/CatatanAli07/status/1580442572765290497,0,0,5,https://twitter.com/Catatan_ali7/status/1573951311099219968,,,,,,,,"RT @Catatan_ali7: Semua berat GHIBAH awal dari FITNAH dan FITNAH sudah pasti GHIBAH

Orang Terbiasa GHIBAH dia tidak akan merasa kalau dia…",0,0,0,1,0,0,0
17,1580134130515587072,2022-10-12 09:51:48+00:00,https://twitter.com/CatatanAli07/status/1580134130515587072,0,0,2,https://twitter.com/Catatan_ali7/status/1580133510442278912,,,,,,,,RT @Catatan_ali7: Yank..... kamu jalan duluan ya aku masih sarungan belum sempat pake celana tadi 🙄,0,0,0,0,1,0,0
18,1580134105685295105,2022-10-12 09:51:42+00:00,https://twitter.com/CatatanAli07/status/1580134105685295105,0,0,2,https://twitter.com/Catatan_ali7/status/1580133951255244800,,,,,,,,RT @Catatan_ali7: Solusi nya PRIA harus banyak Minum SUSU 🙄👍 https://t.co/KBmkN3nWWp ,0,0,0,0,1,0,0
21,1580037985042513920,2022-10-12 03:29:45+00:00,https://twitter.com/CatatanAli07/status/1580037985042513920,0,0,180,https://twitter.com/Catatan_ali7/status/1579823717865390081,,,,,,,,"RT @Catatan_ali7: Hidup jaman sekarang serba salah

MISKIN dikejar kejar BAIM WONG
KAYA dikejar kejar YUSUF MANSYUR 

🙄",1,0,0,0,0,0,0
50,1579039698219315201,2022-10-09 09:22:55+00:00,https://twitter.com/CatatanAli07/status/1579039698219315201,3,3,2,,1460922006266810368,Badmilova,Jakarta,28,101,1674,2667,"@Badmilova @Yonesman2 @andi889966 @OposisiCerdas POTONG AJA TUH KONTOL
Baru disentil fakta sedikit udah berak dicelana 🤣😂 https://t.co/m9JmYenyJz",0,0,0,1,0,0,0
112,1546830182656274434,2022-07-12 12:13:48+00:00,https://twitter.com/CatatanAli07/status/1546830182656274434,0,1,0,,1244525884775653380,TheEagle_BEN,,7317,104,44834,26649,@TheEagle_BEN Bah kalau aku jadi papa mamanya bukan aku tolak tapi aku bunuh ko ben😂🤣,0,0,0,0,1,0,0
115,1546828477399068672,2022-07-12 12:07:02+00:00,https://twitter.com/CatatanAli07/status/1546828477399068672,0,1,0,,1244525884775653380,TheEagle_BEN,,7317,104,44834,26649,@TheEagle_BEN @tempodotco Matamu,0,0,1,0,0,0,0
123,1546806532683153408,2022-07-12 10:39:50+00:00,https://twitter.com/CatatanAli07/status/1546806532683153408,0,1,0,,1244525884775653380,TheEagle_BEN,,7317,104,44834,26649,@TheEagle_BEN Pala ko,0,0,1,0,0,0,0
126,1546421728011624449,2022-07-11 09:10:45+00:00,https://twitter.com/CatatanAli07/status/1546421728011624449,2,2,0,,421603051,Mr_cosanostra,"Highlands-Baywood Park, CA",16335,5521,103701,83173,@Mr_cosanostra @BarBaro5_ udin walaupun paok tapi merendah keren kali😂🤣,0,0,1,0,0,0,0
129,1545986332002234368,2022-07-10 04:20:39+00:00,https://twitter.com/CatatanAli07/status/1545986332002234368,0,1,0,,1016528521705881600,Stevaniehuangg,,149363,9224,76639,74536,@Stevaniehuangg Pokoknya sibuluk 😂,0,0,0,1,0,0,0
133,1545782163034976257,2022-07-09 14:49:21+00:00,https://twitter.com/CatatanAli07/status/1545782163034976257,2,0,0,,1031514793000099846,BarBaro5_,"Cina, Indonesia",4956,1270,51461,34141,"@BarBaro5_ Ngerih aku dimakinya lagi nanti padahal bukan pks itu ,itu golkar din",1,0,0,0,0,0,0
179,1544651494389010432,2022-07-06 11:56:29+00:00,https://twitter.com/CatatanAli07/status/1544651494389010432,0,0,0,,1271455071612502016,Boruhutapea_18,❤️Ndry,3401,2546,7333,3543,@Boruhutapea_18 @kangdede78 Itu orang masih suka jajan waria sembarangan ga ya 🤣,0,0,0,1,0,0,0
189,1544295951417806854,2022-07-05 12:23:41+00:00,https://twitter.com/CatatanAli07/status/1544295951417806854,33,9,6,,,,,,,,,"Beristri ber anak masih modus sana sini jd ingat KASUS yg pernah gua tanganin KASUS nya hampir sama cuma beda Cara mengeksekusi korban aja tapi poin sama yaitu INCAR HARTA KORBAN

ISTRI Sah dirumah masakin suami ANAK dirumah nungguin AYAH nya Eh AYAH nya lagi sama Selingkuhan🤦‍♀️",1,0,0,0,0,0,0
198,1543901447380557825,2022-07-04 10:16:04+00:00,https://twitter.com/CatatanAli07/status/1543901447380557825,0,1,0,,1244525884775653380,TheEagle_BEN,,7317,104,44834,26649,@TheEagle_BEN @geloraco Kepala ko kulubangi nanti,0,0,0,1,0,0,0
208,1543877452673744897,2022-07-04 08:40:43+00:00,https://twitter.com/CatatanAli07/status/1543877452673744897,1,0,0,,1355632532,DrEvaChaniago,Jakarta Capital Region,70158,15254,184349,69545,"@DrEvaChaniago @Boruhutapea_18 @emzearfn @emzearfn kalau baperan jangan maen twitter pak maen becekan aja sama bebek 😂

Bikin cuitan dikomentari maen blok 😂",0,0,0,1,0,0,0
209,1543877109021839361,2022-07-04 08:39:21+00:00,https://twitter.com/CatatanAli07/status/1543877109021839361,5,3,0,,,,,,,,,Ini ko @TheEagle_BEN ? Jan lah ko rusuh dijogja kutempeleng juga ko nanti https://t.co/ShiQ822jRk,1,0,0,0,0,0,0
234,1542163892113027077,2022-06-29 15:11:38+00:00,https://twitter.com/CatatanAli07/status/1542163892113027077,2,0,3,,,,,,,,,"BIKIN MALU LO @persikfckediri GA BISA BEDAIN FUN FOOTBALL SAMA LAGA RESMI...

KEK PALING BAGUS AJA MAIN NYA!!!!! https://t.co/4d6RpQ4kjh",1,0,0,0,0,0,0
241,1542003353546215426,2022-06-29 04:33:43+00:00,https://twitter.com/CatatanAli07/status/1542003353546215426,0,0,1,,,,,,,,,"CUITAN ROHANI
KELAKUAN ROHALUS https://t.co/MVHcSm9Xwx",1,0,0,0,0,0,0
311,1540735254238879745,2022-06-25 16:34:44+00:00,https://twitter.com/CatatanAli07/status/1540735254238879745,1,0,1,,,,,,,,,KADRUN https://t.co/INUw0qeQsJ,0,0,1,0,0,0,0
314,1540686379289432064,2022-06-25 13:20:32+00:00,https://twitter.com/CatatanAli07/status/1540686379289432064,2,0,4,,,,,,,,,Mirip ramalan Gua saat Pilihan walikota solo waktu itu 😂 https://t.co/AoVjELvJKI https://t.co/MCGXBJKMlZ,1,0,0,0,0,0,0
345,1539846133086027776,2022-06-23 05:41:41+00:00,https://twitter.com/CatatanAli07/status/1539846133086027776,0,0,0,,,,,,,,,"Pdip
Mega Vs Jokowi

Pkb
Imin vs Yenny

Jangan dipisahin antepin aja 🤣😂",1,0,0,0,0,0,0
347,1539825424976719872,2022-06-23 04:19:24+00:00,https://twitter.com/CatatanAli07/status/1539825424976719872,2,1,2,,,,,,,,,GUSDURIAN yakin masih mau pilih ini orang jika NYAPRES nanti ??? https://t.co/LQ6vXmpxWV,1,0,0,0,0,0,0
360,1539567826863681537,2022-06-22 11:15:48+00:00,https://twitter.com/CatatanAli07/status/1539567826863681537,0,1,0,,1244525884775653380,TheEagle_BEN,,7317,104,44834,26649,@TheEagle_BEN @Catatan_ali7 @AlyaFziyah Pala ko kutelan,0,0,0,1,0,0,0
361,1539558254891524096,2022-06-22 10:37:46+00:00,https://twitter.com/CatatanAli07/status/1539558254891524096,0,1,0,,1244525884775653380,TheEagle_BEN,,7317,104,44834,26649,@TheEagle_BEN Kutempeleng ko nanti,0,0,0,1,0,0,0
362,1539557831359139840,2022-06-22 10:36:05+00:00,https://twitter.com/CatatanAli07/status/1539557831359139840,0,1,0,,1244525884775653380,TheEagle_BEN,,7317,104,44834,26649,@TheEagle_BEN Betumbuk lah kita,0,0,0,1,0,0,0
363,1539557353183318016,2022-06-22 10:34:11+00:00,https://twitter.com/CatatanAli07/status/1539557353183318016,0,1,0,,1244525884775653380,TheEagle_BEN,,7317,104,44834,26649,@TheEagle_BEN Pala ko sedekah,0,0,0,1,0,0,0
365,1539555709494235137,2022-06-22 10:27:39+00:00,https://twitter.com/CatatanAli07/status/1539555709494235137,1,1,0,,1244525884775653380,TheEagle_BEN,,7317,104,44834,26649,@TheEagle_BEN Kepala ko,0,0,0,1,0,0,0
366,1539528310694477825,2022-06-22 08:38:46+00:00,https://twitter.com/CatatanAli07/status/1539528310694477825,0,1,0,,1315936691467632640,soekaca55,,186,567,13806,4238,@soekaca55 @nyonyahsyuper Taek,0,0,1,0,0,0,0
371,1539521124177805312,2022-06-22 08:10:13+00:00,https://twitter.com/CatatanAli07/status/1539521124177805312,0,0,0,,1223962489,GSXRR750,,6157,282,1046,11777,"@GSXRR750 @idextratime @ManTheDark3 Yang dibahas apa yang dijawab apa keliatan sekali kualitas Otak anda....

Benci boleh tapi GOBLOK jangan .... kalau bahas pemain Pemain Flop  lain perasaan banyakan CHELSEA

HIGUAIN TORRES APA KABAR ? 😂",0,0,0,1,0,0,0
383,1539283395422785537,2022-06-21 16:25:34+00:00,https://twitter.com/CatatanAli07/status/1539283395422785537,0,1,0,,1244525884775653380,TheEagle_BEN,,7317,104,44834,26649,@TheEagle_BEN @geloraco Kutempeleng ko nanti,0,0,0,1,0,0,0
384,1539282201476378624,2022-06-21 16:20:49+00:00,https://twitter.com/CatatanAli07/status/1539282201476378624,0,1,0,,1244525884775653380,TheEagle_BEN,,7317,104,44834,26649,@TheEagle_BEN @geloraco Ayolah betumbuk kita,0,0,0,1,0,0,0
385,1539281661275164672,2022-06-21 16:18:41+00:00,https://twitter.com/CatatanAli07/status/1539281661275164672,0,1,0,,1244525884775653380,TheEagle_BEN,,7317,104,44834,26649,@TheEagle_BEN @geloraco Ayolah betumbuk kita,0,0,0,1,0,0,0
386,1539281040509837312,2022-06-21 16:16:13+00:00,https://twitter.com/CatatanAli07/status/1539281040509837312,0,1,0,,1244525884775653380,TheEagle_BEN,,7317,104,44834,26649,@TheEagle_BEN @geloraco Takut ko rupanya,0,0,0,1,0,0,0
387,1539280372592103425,2022-06-21 16:13:33+00:00,https://twitter.com/CatatanAli07/status/1539280372592103425,0,1,0,,1244525884775653380,TheEagle_BEN,,7317,104,44834,26649,@TheEagle_BEN @geloraco Suruh kawan ko maju sekalian,0,0,0,1,0,0,0
389,1539278968137785347,2022-06-21 16:07:59+00:00,https://twitter.com/CatatanAli07/status/1539278968137785347,0,1,0,,1244525884775653380,TheEagle_BEN,,7317,104,44834,26649,@TheEagle_BEN @geloraco Betumbuklah kita,0,0,0,1,0,0,0
396,1539248452630106114,2022-06-21 14:06:43+00:00,https://twitter.com/CatatanAli07/status/1539248452630106114,0,0,0,,1244525884775653380,TheEagle_BEN,,7317,104,44834,26649,@TheEagle_BEN @eigeradventure Pala ko kutempeleng nanti,0,0,0,1,0,0,0
413,1539119162429153280,2022-06-21 05:32:58+00:00,https://twitter.com/CatatanAli07/status/1539119162429153280,0,1,0,,1244525884775653380,TheEagle_BEN,,7317,104,44834,26649,@TheEagle_BEN @geloraco Pala ko kutipiskan nanti,0,0,0,1,0,0,0
414,1539118922527555584,2022-06-21 05:32:01+00:00,https://twitter.com/CatatanAli07/status/1539118922527555584,0,1,0,,1244525884775653380,TheEagle_BEN,,7317,104,44834,26649,@TheEagle_BEN @geloraco Nuduh kepala ko,0,0,0,1,0,0,0
460,1537449369003528193,2022-06-16 14:57:48+00:00,https://twitter.com/CatatanAli07/status/1537449369003528193,0,1,0,,1244525884775653380,TheEagle_BEN,,7317,104,44834,26649,@TheEagle_BEN @geloraco Kutombak muncung ko nanti,0,0,0,1,0,0,0
468,1537358775622901760,2022-06-16 08:57:49+00:00,https://twitter.com/CatatanAli07/status/1537358775622901760,0,1,0,,1258626853541052421,ajengcute16__,Dihati mu 💙,5850,2397,31891,40719,"@ajengcute16__ @BarBaro5_ Itu lain hal yg dimaksud manfaat poling itu apa jika tidak jd apa apa

Kalau belum berkuasa semua pasti bicara soal korupsi tidak korupsi dll so gua ga mau bahas itu 

Yg gua bahas hasil poling untuk apa",1,0,0,0,0,0,0
477,1537120079065673729,2022-06-15 17:09:19+00:00,https://twitter.com/CatatanAli07/status/1537120079065673729,4,0,1,,,,,,,,,Sama Lonte Negara kek gak ada harga diri nya 🤣😂,0,0,0,0,1,0,0
486,1537035282289029121,2022-06-15 11:32:22+00:00,https://twitter.com/CatatanAli07/status/1537035282289029121,330,10,109,,,,,,,,,"Sejak kapan juga SESAJEN punya Agama ? 

Kok ditendang dibuang pada ngamuk 🤔 https://t.co/9p55GJssYq",1,0,0,0,0,0,0
512,1536375776525766657,2022-06-13 15:51:44+00:00,https://twitter.com/CatatanAli07/status/1536375776525766657,1,0,0,,,,,,,,,GOBLOK🤦‍♀️ https://t.co/wlpTpE3NVf,0,0,0,1,0,0,0
520,1535994254236848128,2022-06-12 14:35:42+00:00,https://twitter.com/CatatanAli07/status/1535994254236848128,0,0,0,,1244525884775653380,TheEagle_BEN,,7317,104,44834,26649,@TheEagle_BEN @yo2thok Kan ko tanya bodoh,0,0,0,1,0,0,0
522,1535991159838736385,2022-06-12 14:23:24+00:00,https://twitter.com/CatatanAli07/status/1535991159838736385,1,1,0,,1244525884775653380,TheEagle_BEN,,7317,104,44834,26649,@TheEagle_BEN @yo2thok Aku kan sudah dewasa bodoh,0,0,0,1,0,0,0
597,1535285733056950273,2022-06-10 15:40:17+00:00,https://twitter.com/CatatanAli07/status/1535285733056950273,1,1,0,,1529688944350154752,Dh4n1eL33,"South Borneo, Indonesia",764,760,35162,22976,@Dh4n1eL33 @UnitedStandMUFC Iya juga ya 😂🤣,0,0,0,1,0,0,0
637,1535161135107780610,2022-06-10 07:25:11+00:00,https://twitter.com/CatatanAli07/status/1535161135107780610,0,1,0,,990407127880495104,HakimPanglima,"Semarang Tengah, Indonesia",3037,5004,12186,2667,@HakimPanglima @friscadilla_17 Berisik lu njing,0,0,0,1,0,0,0
642,1534910986565480449,2022-06-09 14:51:11+00:00,https://twitter.com/CatatanAli07/status/1534910986565480449,1,0,0,,1472556432679604225,xlinee_id,tibet,3767,3318,2428,7405,@xlinee_id Eek,0,0,1,0,0,0,0
661,1532525396297940993,2022-06-03 00:51:42+00:00,https://twitter.com/CatatanAli07/status/1532525396297940993,4,0,2,,,,,,,,,"Jaka sembung bawa Golok
Gak nyambung GOBLOK https://t.co/ZOeq0OO8Oz",0,0,0,1,0,0,0
662,1532384207938260994,2022-06-02 15:30:40+00:00,https://twitter.com/CatatanAli07/status/1532384207938260994,0,1,0,,1244525884775653380,TheEagle_BEN,,7317,104,44834,26649,@TheEagle_BEN @OposisiCerdas Muka ko kek setan,0,0,0,1,0,0,0
663,1532383864991399938,2022-06-02 15:29:18+00:00,https://twitter.com/CatatanAli07/status/1532383864991399938,0,1,0,,1244525884775653380,TheEagle_BEN,,7317,104,44834,26649,@TheEagle_BEN @OposisiCerdas Taik ko,0,0,1,0,0,0,0
664,1532383559331500032,2022-06-02 15:28:05+00:00,https://twitter.com/CatatanAli07/status/1532383559331500032,0,1,0,,1244525884775653380,TheEagle_BEN,,7317,104,44834,26649,@TheEagle_BEN @OposisiCerdas Kepala ko kupecah pecah nanti,0,0,0,1,0,0,0
671,1532270192360706048,2022-06-02 07:57:36+00:00,https://twitter.com/CatatanAli07/status/1532270192360706048,8,2,2,,1147333944150384640,laode_kowu,"Kota Makassar, Sulawesi Selata",35,65,228,3478,@laode_kowu @Gojekmilitan Mas mau beli pusaka saya gak bisa ngilangin gobloknya 🙄 https://t.co/c34JjqhwBA,0,0,0,1,0,0,0
732,1529820850685218816,2022-05-26 13:44:48+00:00,https://twitter.com/CatatanAli07/status/1529820850685218816,4,0,0,,219244515,ruhutsitompul,Jakarta,2339132,194850,3601,22640,"@ruhutsitompul @friscadilla_17 @MegaPKeliduan Ko berak lah dulu hut yang banyak 
Dipenjara mau berak antri nanti 😂🤣😂",0,0,0,0,0,0,1
739,1529801964438990848,2022-05-26 12:29:45+00:00,https://twitter.com/CatatanAli07/status/1529801964438990848,14,0,6,,,,,,,,,"Habis Pigai terbitlah Mega masuk angin semua ternyata dan ujung ujung nya hanya PANSOS dan selain PANSOS terselip juga CAMPAIGN LGBT

Jangan pakai lama ABAIKAN ( RAS BLOKIR UNFOL ) Orang macam ini 

Sudah tidak ada manfaat nya juga kita ikutin !! https://t.co/URTTEzxcXK",1,0,0,0,0,0,0
740,1529796048314503169,2022-05-26 12:06:14+00:00,https://twitter.com/CatatanAli07/status/1529796048314503169,7,0,4,,,,,,,,,"Ketum ko bahas BHINEKA TUNGGA IKA tapi dia dukung LGBT

Berarti dia tidak tau arti BHINEKA TUNGGA IKA itu apa ? 

BHINEKA TUNGGA IKA itu intinya membahas soal PERBEDAAN

LGBT itu bukan perbedaan Tp Persamaan yg coba dijadikan 1

Jadi LGBT itu bukan bagian dari BHINEKA TUNGGA IKA https://t.co/kcWf2UrnK8",1,0,0,0,0,0,0
744,1529769848892698624,2022-05-26 10:22:08+00:00,https://twitter.com/CatatanAli07/status/1529769848892698624,0,1,0,,1271455071612502016,Boruhutapea_18,❤️Ndry,3401,2546,7333,3543,@Boruhutapea_18 @z4r4n @MegaPKeliduan @ruhutsitompul Gak beda jauh sama natalius pigai masuk anjing eh angin ditengah jalan,0,0,1,0,0,0,0
747,1529768383885250561,2022-05-26 10:16:19+00:00,https://twitter.com/CatatanAli07/status/1529768383885250561,10,0,4,,,,,,,,,"Bawa bawa PKS lagi ko Paok 🤦‍♀️ 
Ko sebenernya mau PENJARAIN RUHUT atau mau KAMPANYE LGBT ??? https://t.co/amk6gbbNzn",0,0,0,0,0,0,1
750,1529706499819261953,2022-05-26 06:10:24+00:00,https://twitter.com/CatatanAli07/status/1529706499819261953,1,1,1,,421603051,Mr_cosanostra,"Highlands-Baywood Park, CA",16335,5521,103701,83173,@Mr_cosanostra @MegaPKeliduan Goblok kan🤣😂,0,0,0,1,0,0,0
751,1529704311986397184,2022-05-26 06:01:43+00:00,https://twitter.com/CatatanAli07/status/1529704311986397184,2,1,0,,421603051,Mr_cosanostra,"Highlands-Baywood Park, CA",16335,5521,103701,83173,@Mr_cosanostra @MegaPKeliduan Fungsi burit aja gak tau mau sok sokan lawan ruhut🤣😂,1,0,0,0,0,0,0
752,1529696541182570496,2022-05-26 05:30:50+00:00,https://twitter.com/CatatanAli07/status/1529696541182570496,7,1,2,,,,,,,,,"Takut rupanya @MegaPKeliduan sama ruhut pandai bernarasi saja tapi tidak ada bukti

Malah dapat bukti pula dia dukung LGBT dgn mengaminkan cuitan si alvin.... https://t.co/IYLAaFyQ0U",1,0,0,0,0,0,0
765,1527818147738226689,2022-05-21 01:06:46+00:00,https://twitter.com/CatatanAli07/status/1527818147738226689,1,1,0,,,,,,,,,"UDAH JELEK , KELAKUAN NYA JELEK PULA https://t.co/nsmRQ8RiIJ",0,0,0,1,0,0,0
773,1527170813614772224,2022-05-19 06:14:30+00:00,https://twitter.com/CatatanAli07/status/1527170813614772224,1,1,0,,1244525884775653380,TheEagle_BEN,,7317,104,44834,26649,@TheEagle_BEN @democrazymedia @Syaiful14742 Kutembak pala ko nanti,0,0,0,1,0,0,0
774,1527170347539533824,2022-05-19 06:12:38+00:00,https://twitter.com/CatatanAli07/status/1527170347539533824,1,1,0,,1244525884775653380,TheEagle_BEN,,7317,104,44834,26649,@TheEagle_BEN @democrazymedia @Syaiful14742 Kutempeleng ko nanti,0,0,0,1,0,0,0
775,1527170121357471744,2022-05-19 06:11:45+00:00,https://twitter.com/CatatanAli07/status/1527170121357471744,1,1,0,,1244525884775653380,TheEagle_BEN,,7317,104,44834,26649,@TheEagle_BEN @democrazymedia @Syaiful14742 Pala ko siluman,0,0,0,1,0,0,0
780,1527167012715147264,2022-05-19 05:59:23+00:00,https://twitter.com/CatatanAli07/status/1527167012715147264,28,5,15,,,,,,,,,"DUIIT 70 JUTA NYA MASIH MAN ?

Jakarta - Majelis hakim menyatakan mantan Menteri Agama (Menag) Lukman Hakim Saifuddin menerima uang Rp 70 juta terkait pengisian jabatan Kepala Kantor Wilayah Kementerian Agama Jawa Timur (Kanwil Kemenag Jatim) https://t.co/INpkj7ycOb https://t.co/jPInx7rFeD",1,0,0,0,0,0,0
821,1524630342732480513,2022-05-12 05:59:34+00:00,https://twitter.com/CatatanAli07/status/1524630342732480513,0,0,0,,1244525884775653380,TheEagle_BEN,,7317,104,44834,26649,@TheEagle_BEN @geloraco Monyet dong,0,0,1,0,0,0,0
878,1524565934966702080,2022-05-12 01:43:38+00:00,https://twitter.com/CatatanAli07/status/1524565934966702080,1,1,0,,1031514793000099846,BarBaro5_,"Cina, Indonesia",4956,1270,51461,34141,@BarBaro5_ Kagak bisa dibuka ini pake cadangan 😂 taik emang,0,0,0,1,0,0,0
889,1524563265753608192,2022-05-12 01:33:02+00:00,https://twitter.com/CatatanAli07/status/1524563265753608192,1,2,0,,486650220,Gank_Of_Petojo,"Laren, Netherlands",17226,8083,143835,177151,@Gank_Of_Petojo @kangaudio Babu terus😂🤣,0,0,1,0,0,0,0
920,1524275141500633089,2022-05-11 06:28:08+00:00,https://twitter.com/CatatanAli07/status/1524275141500633089,0,1,2,,,,,,,,,"ADMIN GUOBLOK gua fans MU malu min sama lu 

Kapasitas Stadion City itu berapa kapasitas Stadion MU itu berapa ?

City segitu udah 90% MU baru 80%an  gak gitu juga lah min dukung MU boleh GOBLOK JANGAN https://t.co/TvjvaLdrPN",0,0,0,1,0,0,0
921,1524218973025615873,2022-05-11 02:44:56+00:00,https://twitter.com/CatatanAli07/status/1524218973025615873,2,1,2,,,,,,,,,PECINTA LOBANG TAIK JUGA YA ???? https://t.co/MzpeDWAtv7,0,0,0,1,0,0,0
986,1517899651537829888,2022-04-23 16:14:12+00:00,https://twitter.com/CatatanAli07/status/1517899651537829888,22,7,11,,,,,,,,,"TAU DARI MANA YANG DEMO GAK PUASA ? 

NARASI MU UNTUK AHY DAN ANIES MAKSUDNYA APA ? GURU ITU DIGUGU DAN DITIRU

KALAU GURU SEPERTI ANDA SUKA SEREMPET RASIS DAN FASIS MAU JADI APA DUNIA PENDIDIKAN KITA.

CC @PBPGRI_OFFICIAL @Itjen_Kemdikbud @pusdatin_dikbud https://t.co/GhS85oCx4N https://t.co/VyXlpc4hkr",1,0,0,0,0,0,0
998,1517483004016611328,2022-04-22 12:38:36+00:00,https://twitter.com/CatatanAli07/status/1517483004016611328,44,10,10,,,,,,,,,Tadi nantangin KADRUN lah kok udah EJAKULASI DINI Lemah lu jib @GusNadjb 🤣😂🤣😂 https://t.co/bQoAnCxQpY,0,0,1,0,0,0,0
1121,1517032162197118976,2022-04-21 06:47:07+00:00,https://twitter.com/CatatanAli07/status/1517032162197118976,7,1,3,,,,,,,,,"Yang gua blokir ada CEBONG lah CEBONG itu kan TOXIC DAN SAMPAH kan  semua udah tau 😂 

Kalian dari OPOSISI juga pasti ada dan banyak yang BLOKIRIN CEBONG 😂

Kok pada ngamuk ngatain gua ini itu ampun dah udah pada gua blokirin masih aja pada JULID 😫😫 https://t.co/QQfUx7qjNE",0,0,1,0,0,0,0
1128,1515238974163685377,2022-04-16 08:01:37+00:00,https://twitter.com/CatatanAli07/status/1515238974163685377,0,0,0,,,,,,,,,"Sama LUCINTA LUNA baru mau si @Dennysiregar7 

😂🤣

Makanya den jang sok sokan kemana mana masih pake penutu0 wajah rapat aja sok sokan nantang Gelud diring 🤣😂

Ditanggapi disanggupi Beneran Kicep kan lu ciut kan lu mengkerut kan Tytyd dan ring jantung lu😂 https://t.co/fXdSU6dWW6",,,,1,,,
