,Unnamed: 0,index,Id,Tweet Time,Url,Tweet Text,Likes Count,Reply Count,Retweet Count,Retweeted Tweet,User Id,User Name,User Location,User Follower Count,User Following Count,User Likes Count,User Tweets Count,KS,KH,DH,TDH,SWA,LO,AK
302,302,948,1517035045311377408,2022-04-21 06:58:34+00:00,https://twitter.com/JaenoXTM/status/1517035045311377408,@CatatanAli07 Dumay kejamnya melebihi ibu tiri...🤭🤭🤭,1,1,0,,1.3339601344526254e+18,JaenoXTM,Russia,10667.0,6369.0,205309.0,66503.0,,,,,,,
303,303,140,1517035651870629888,2022-04-21 07:00:59+00:00,https://twitter.com/CatatanAli07/status/1517035651870629888,Alhamdulillah Puasa hari ini dapat Tambahan PAHALA dari orang orang yang fitnah dan julid kegua 🤣😂🕺💃,3,1,4,,1.4921908284999025e+18,CatatanAli07,,2697.0,1559.0,226.0,4473.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
304,304,947,1517037058606661632,2022-04-21 07:06:34+00:00,https://twitter.com/JaenoXTM/status/1517037058606661632,@CatatanAli07 Ya begitulah kenyataanya om.🤭,0,1,0,,1.3339601344526254e+18,JaenoXTM,Russia,10667.0,6369.0,205309.0,66503.0,,,,,,,
305,305,946,1517040898642968576,2022-04-21 07:21:50+00:00,https://twitter.com/dyahNeZza/status/1517040898642968576,@CatatanAli07 🤭🤭🙈🙈,0,1,0,,3357091693.0,dyahNeZza,"Lampung, Indonesia",38251.0,4347.0,293331.0,207662.0,,,,,,,
306,306,139,1517062652434202624,2022-04-21 08:48:16+00:00,https://twitter.com/CatatanAli07/status/1517062652434202624,"Gua Difitnah Dapat TANAH dari morotin Pacar
Gua Difitnah Mokondo 
Gua difitnah Gigolo karna sering keluar kota tidur dihotel dan apartemen

Dan aneh nya 90% Yang Fitnah Gua Laki Laki 😂

Dan orang nya itu itu aja Heran kan laki laki jaman sekarang Tukang ghibah dan Hasut😂",142,44,7,,1.4921908284999025e+18,CatatanAli07,,2697.0,1559.0,226.0,4473.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
307,307,138,1517062845955178496,2022-04-21 08:49:02+00:00,https://twitter.com/CatatanAli07/status/1517062845955178496,"Yang masih lucu Difitnah GIGOLO karna saat keluar kota tidur dihotel dan apartemen 😂

Lah kalau gua keluar kota gak tidur dihotel dan diapartemen suruh tidur dimana ??? KOLONG JEMBATAN ?🤣😂 https://t.co/eNUZz4Z567",3,2,3,,1.4921908284999025e+18,CatatanAli07,,2697.0,1559.0,226.0,4473.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
308,308,945,1517063486391861248,2022-04-21 08:51:35+00:00,https://twitter.com/z4r4n/status/1517063486391861248,@CatatanAli07 🤭😂,0,1,0,,1.458439464297005e+18,z4r4n,,20567.0,2498.0,20959.0,6742.0,,,,,,,
309,309,944,1517063966572576769,2022-04-21 08:53:29+00:00,https://twitter.com/z4r4n/status/1517063966572576769,"@CatatanAli07 Banget2 bang, blm tau die siapa bang Ali 😁",0,1,0,,1.458439464297005e+18,z4r4n,,20567.0,2498.0,20959.0,6742.0,,,,,,,
310,310,943,1517064471063449600,2022-04-21 08:55:30+00:00,https://twitter.com/z4r4n/status/1517064471063449600,@CatatanAli07 🤣🤣,0,1,0,,1.458439464297005e+18,z4r4n,,20567.0,2498.0,20959.0,6742.0,,,,,,,
311,311,942,1517070278425456640,2022-04-21 09:18:34+00:00,https://twitter.com/zarazettirazr/status/1517070278425456640,"@CatatanAli07 Gapapa gosa dilawan 
Telan aja agar jadi pahala buat ali",3,1,0,,50682651.0,zarazettirazr,"Brisbane, Queensland",372375.0,13372.0,1052359.0,636996.0,,,,,,,
312,312,941,1517070934825652224,2022-04-21 09:21:11+00:00,https://twitter.com/JalanAnOnym7/status/1517070934825652224,"@CatatanAli07 Skip angin lalu kalau udh buka simak sambil ngopi.

Bikin happy diri sendiri aj.",0,1,0,,1.411822112357032e+18,JalanAnOnym7,"Denpasar Timur, Indonesia",4056.0,3114.0,26187.0,23520.0,,,,,,,
313,313,940,1517071178908991488,2022-04-21 09:22:09+00:00,https://twitter.com/zarazettirazr/status/1517071178908991488,@CatatanAli07 Ramadhan smoga semua pahala dilipat gandakan bagi yg sabar.,2,1,0,,50682651.0,zarazettirazr,"Brisbane, Queensland",372375.0,13372.0,1052359.0,636996.0,,,,,,,
314,314,939,1517071778723811328,2022-04-21 09:24:32+00:00,https://twitter.com/JalanAnOnym7/status/1517071778723811328,"@CatatanAli07 Cobaa pasti ad.tutup lembaran yg buat kita kecewa. 

Heppy dgn hdp kita itu sederhana.

Fokus d real

Tetep welcome berteman dn berkawan",0,1,0,,1.411822112357032e+18,JalanAnOnym7,"Denpasar Timur, Indonesia",4056.0,3114.0,26187.0,23520.0,,,,,,,
315,315,938,1517071879474982912,2022-04-21 09:24:56+00:00,https://twitter.com/zarazettirazr/status/1517071879474982912,@CatatanAli07 Doa org yg terzolimi apalagi ditambah sedang berpuasa insyallah dijabah aamiin,4,1,0,,50682651.0,zarazettirazr,"Brisbane, Queensland",372375.0,13372.0,1052359.0,636996.0,,,,,,,
316,316,937,1517073211988451328,2022-04-21 09:30:14+00:00,https://twitter.com/soekaca55/status/1517073211988451328,@CatatanAli07 Jak gelut lah...,0,1,0,,1.3159366914676326e+18,soekaca55,,188.0,569.0,14332.0,4437.0,,,,,,,
317,317,936,1517079022982807553,2022-04-21 09:53:19+00:00,https://twitter.com/IrfanNu86815183/status/1517079022982807553,@CatatanAli07 Fitnah emang kejem.,0,0,0,,1.5113727247818097e+18,IrfanNu86815183,"İstanbul, Türkiye",835.0,904.0,872.0,258.0,,,,,,,
318,318,935,1517097766329065473,2022-04-21 11:07:48+00:00,https://twitter.com/Ardienrini/status/1517097766329065473,@CatatanAli07 Naaksir kaleeee,0,0,0,,170609323.0,Ardienrini,"Malang East Java, Indonesia",1947.0,2771.0,57985.0,23188.0,,,,,,,
319,319,934,1517111146683465729,2022-04-21 12:00:58+00:00,https://twitter.com/feyy388/status/1517111146683465729,@CatatanAli07 Mungkin cinta nya pernah kau tolak 😂😂,0,0,0,,1.1406676419436134e+18,feyy388,,113.0,259.0,3591.0,1241.0,,,,,,,
320,320,933,1517125619355897856,2022-04-21 12:58:29+00:00,https://twitter.com/3Andalas/status/1517125619355897856,@CatatanAli07 https://t.co/ygSoT6l4Eo,0,0,0,,1.3937511309836984e+18,3Andalas,,2420.0,4166.0,59177.0,120305.0,,,,,,,
321,321,932,1517129464118796292,2022-04-21 13:13:45+00:00,https://twitter.com/GenBeWise/status/1517129464118796292,@CatatanAli07 Maaf Bang Ali..🤭😂🙏,0,1,0,,1103462492.0,GenBeWise,Bumi Allah,6886.0,6314.0,65934.0,63155.0,,,,,,,
322,322,137,1517131391670300672,2022-04-21 13:21:25+00:00,https://twitter.com/CatatanAli07/status/1517131391670300672,https://t.co/NG64huvWTQ,1,0,1,,1.4921908284999025e+18,CatatanAli07,,2697.0,1559.0,226.0,4473.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
323,323,931,1517131500189224960,2022-04-21 13:21:51+00:00,https://twitter.com/kangaudio/status/1517131500189224960,@CatatanAli07 Mungkin yang ghibah ada hati Ama ente om wkwkwkwk,2,2,0,,1.433689148901118e+18,kangaudio,"DKI Jakarta, Indonesia",1682.0,1936.0,15770.0,7659.0,,,,,,,
324,324,930,1517132165477138432,2022-04-21 13:24:29+00:00,https://twitter.com/jawir_solo/status/1517132165477138432,@CatatanAli07 Jenenge Kui lambe turah brow jare wong ndesoku ma 😁gibah sambill petan 😂,0,1,0,,1.3354641911471432e+18,jawir_solo,,3418.0,3439.0,14178.0,17036.0,,,,,,,
325,325,929,1517132260608462848,2022-04-21 13:24:52+00:00,https://twitter.com/DjumadiDeddy/status/1517132260608462848,@CatatanAli07 Hadeuh...😂,0,1,0,,1.1015002983197492e+18,DjumadiDeddy,"Jakarta Selatan, Indonesia",14132.0,12700.0,66793.0,85878.0,,,,,,,
326,326,928,1517132608362409985,2022-04-21 13:26:15+00:00,https://twitter.com/DjumadiDeddy/status/1517132608362409985,@CatatanAli07 Tabiat itu mah...😁,0,1,0,,1.1015002983197492e+18,DjumadiDeddy,"Jakarta Selatan, Indonesia",14132.0,12700.0,66793.0,85878.0,,,,,,,
327,327,927,1517133112651960320,2022-04-21 13:28:15+00:00,https://twitter.com/DjumadiDeddy/status/1517133112651960320,@CatatanAli07 Bisa juga begitu.,0,0,0,,1.1015002983197492e+18,DjumadiDeddy,"Jakarta Selatan, Indonesia",14132.0,12700.0,66793.0,85878.0,,,,,,,
328,328,136,1517136403213467648,2022-04-21 13:41:20+00:00,https://twitter.com/CatatanAli07/status/1517136403213467648,"Hidup Gua Palsu ? 

Alhamdulillah sudah banyak yang ketemu ALI didunia nyata

Baik Orang TL yang samperin Ali kerumah atau kecafe Ali atau Ali yang samperin orang TL kerumah nya

Udah PADA TUA demen banget sebarin HOAX malu lah sama UMUR 

DENGKI DIPELIHARA KAMBING NOH PELIHARA😤 https://t.co/usoUes49Zr",16,4,4,,1.4921908284999025e+18,CatatanAli07,,2697.0,1559.0,226.0,4473.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
329,329,926,1517144132300734464,2022-04-21 14:12:02+00:00,https://twitter.com/Demokos1/status/1517144132300734464,@CatatanAli07 🙄🙄...,0,0,0,,1.332239044978217e+18,Demokos1,,2142.0,2065.0,6620.0,6813.0,,,,,,,
330,330,925,1517154005767491585,2022-04-21 14:51:16+00:00,https://twitter.com/kangaudio/status/1517154005767491585,@CatatanAli07 Kalau jadian kabarin yah om makan makan sekalian 🤭🤭🤭,1,1,0,,1.433689148901118e+18,kangaudio,"DKI Jakarta, Indonesia",1682.0,1936.0,15770.0,7659.0,,,,,,,
331,331,924,1517156232859373569,2022-04-21 15:00:07+00:00,https://twitter.com/Gank_Of_Petojo/status/1517156232859373569,@CatatanAli07 Takut kehilangan,2,4,0,,486650220.0,Gank_Of_Petojo,"Laren, Netherlands",17674.0,8214.0,149824.0,182295.0,,,,,,,
332,332,923,1517162070160343042,2022-04-21 15:23:19+00:00,https://twitter.com/bozzvanc1/status/1517162070160343042,@CatatanAli07 🙄 https://t.co/vtyruGahKY,3,1,0,,1.3775853059774546e+18,bozzvanc1,,33117.0,17458.0,124316.0,88893.0,,,,,,,
333,333,922,1517162919657885696,2022-04-21 15:26:42+00:00,https://twitter.com/YWijatmoko/status/1517162919657885696,@CatatanAli07 Kesayangan tl... 🤣🤣🤣🤣,1,1,0,,1006008637.0,YWijatmoko,Dipojok yang menyenangkan,2986.0,2293.0,102013.0,53968.0,,,,,,,
334,334,921,1517163052176932866,2022-04-21 15:27:13+00:00,https://twitter.com/RuslinLin4/status/1517163052176932866,@CatatanAli07 Berarti dia perhatian dan suka sama sampean.,1,0,0,,1.4152907071541412e+18,RuslinLin4,,1990.0,2479.0,197989.0,4589.0,,,,,,,
335,335,920,1517169943137370113,2022-04-21 15:54:36+00:00,https://twitter.com/Boruhutapea_18/status/1517169943137370113,"@CatatanAli07 Hajaaarrrrr ... 
Ksh makan singkong tanpa minum tuh orng 😅",0,1,0,,1.271455071612502e+18,Boruhutapea_18,❤️Ndry,3397.0,2547.0,7332.0,3543.0,,,,,,,
336,336,919,1517172722702307329,2022-04-21 16:05:39+00:00,https://twitter.com/BaGGioSastro/status/1517172722702307329,@CatatanAli07 Asline cemburu...lah😀,0,1,0,,1.117524952092033e+18,BaGGioSastro,𝐈𝐧𝐝𝐨𝐧𝐞𝐬𝐢𝐚,2322.0,2320.0,73205.0,51939.0,,,,,,,
337,337,918,1517173769013383174,2022-04-21 16:09:48+00:00,https://twitter.com/BaGGioSastro/status/1517173769013383174,@CatatanAli07 Kan...,0,0,0,,1.117524952092033e+18,BaGGioSastro,𝐈𝐧𝐝𝐨𝐧𝐞𝐬𝐢𝐚,2322.0,2320.0,73205.0,51939.0,,,,,,,
338,338,917,1517181120710078464,2022-04-21 16:39:01+00:00,https://twitter.com/musksigit/status/1517181120710078464,@CatatanAli07 Cie yang digibahin cowok 😄😄,0,2,0,,108168017.0,musksigit,Indonesia,1449.0,1195.0,20099.0,12774.0,,,,,,,
339,339,916,1517181951035449344,2022-04-21 16:42:19+00:00,https://twitter.com/musksigit/status/1517181951035449344,@CatatanAli07 😁😁,0,1,0,,108168017.0,musksigit,Indonesia,1449.0,1195.0,20099.0,12774.0,,,,,,,
340,340,915,1517192036113616896,2022-04-21 17:22:24+00:00,https://twitter.com/JacksQuevara/status/1517192036113616896,@CatatanAli07 lakik semua?👀,0,1,0,,1.2071320926995333e+18,JacksQuevara,,4746.0,3116.0,28732.0,112824.0,,,,,,,
341,341,914,1517195764929536000,2022-04-21 17:37:13+00:00,https://twitter.com/JacksQuevara/status/1517195764929536000,"@CatatanAli07 naksir ente kalik ji tuh cowok""😜",0,0,0,,1.2071320926995333e+18,JacksQuevara,,4746.0,3116.0,28732.0,112824.0,,,,,,,
342,342,913,1517205162599002112,2022-04-21 18:14:33+00:00,https://twitter.com/Nicho_7777/status/1517205162599002112,@CatatanAli07 Ia kan aja dari pada pusing ladeninya dan tanya kalau benar emang kenapa dan jangan lupa anjingi juga dia bang 😜😁😂🤣,6,1,1,,1.5041166747813317e+18,Nicho_7777,,22475.0,373.0,969.0,2395.0,,,,,,,
343,343,912,1517210164478484480,2022-04-21 18:34:26+00:00,https://twitter.com/AhmadSyafii_7/status/1517210164478484480,"@CatatanAli07 Berarti cemburu, Bang. 🤭",0,0,0,,1.1678505798649078e+18,AhmadSyafii_7,Indonesia,1145.0,1443.0,2060.0,5297.0,,,,,,,
344,344,911,1517213727493607425,2022-04-21 18:48:35+00:00,https://twitter.com/Sarasahtungga/status/1517213727493607425,@CatatanAli07 mereka iri mungkin hahah,2,0,1,,1.4758894537930875e+18,Sarasahtungga,sidratul muntaha,1110.0,1980.0,147.0,2608.0,,,,,,,
345,345,910,1517217574400196608,2022-04-21 19:03:52+00:00,https://twitter.com/panci_kaleng/status/1517217574400196608,"@CatatanAli07 Ada hati dia kali ama Ali tp ga ditanggapi, jd berasa terbuang dan tersakiti dia😂😂😂",0,0,1,,1.2561714968184013e+18,panci_kaleng,,77.0,205.0,1209.0,1230.0,,,,,,,
346,346,909,1517228932306972672,2022-04-21 19:49:00+00:00,https://twitter.com/Boruhutapea_18/status/1517228932306972672,"@CatatanAli07 Hadeeeh ..
No coment aah takut dosa ..sayang bgt d bulan baik d bikin rusak sama yg bgnian bang ..ingat 11 bulan kta pasti buat dosa gak henti2nya kita dapatkan ..masa iya hanya satu bulan penuh ini msh dkotori dengan hal2 bgtuan ..tahan sebulan aja  dan manfaatkan bulan baik🙏",2,2,1,,1.271455071612502e+18,Boruhutapea_18,❤️Ndry,3397.0,2547.0,7332.0,3543.0,,,,,,,
347,347,908,1517240406714757120,2022-04-21 20:34:36+00:00,https://twitter.com/vitta_mangelep/status/1517240406714757120,@CatatanAli07 Orang sabar disayang Allah,0,0,0,,774897474.0,vitta_mangelep,,1338.0,1484.0,161709.0,101244.0,,,,,,,
348,348,907,1517253261123723269,2022-04-21 21:25:41+00:00,https://twitter.com/Nurulkjo1/status/1517253261123723269,@CatatanAli07 🙄 https://t.co/TkvRAn5qhW,0,1,0,,1.1323124251081073e+18,Nurulkjo1,,14092.0,6704.0,185720.0,121455.0,,,,,,,
349,349,906,1517256852794318848,2022-04-21 21:39:57+00:00,https://twitter.com/GieAdam3/status/1517256852794318848,@CatatanAli07 Bertepuk sebelah tangan mungkin???,0,1,0,,1.1512602676798464e+18,GieAdam3,,1379.0,1370.0,22362.0,16104.0,,,,,,,
350,350,905,1517262751105617920,2022-04-21 22:03:23+00:00,https://twitter.com/KemuningKecil/status/1517262751105617920,"@CatatanAli07 Maaf Om @CatatanAli07  mo nanya,
MOKONDO itu apah yah??.",0,1,0,,1.5133230600566415e+18,KemuningKecil,Tangerang Kota Banten ,931.0,881.0,16419.0,2656.0,,,,,,,
351,351,904,1517270357316542464,2022-04-21 22:33:37+00:00,https://twitter.com/tweeterkuy/status/1517270357316542464,@CatatanAli07 Sabar ya nest 🤣,0,0,0,,2808250597.0,tweeterkuy,,719.0,1230.0,7172.0,14249.0,,,,,,,
352,352,903,1517273877059350528,2022-04-21 22:47:36+00:00,https://twitter.com/ReenTis_/status/1517273877059350528,"@CatatanAli07 😁 banyak yg kek gitu Abang Ali, Di Medsos ga lakik ga ciwi jempol pd lemes, gedeg akuh

Biasanya gitu iri + Cari bahan buat chatting yg menarik ama gebetan 😁",2,1,1,,1.2821831250537595e+18,ReenTis_,di hatimu,8070.0,3155.0,60500.0,43858.0,,,,,,,
353,353,902,1517274365746118657,2022-04-21 22:49:33+00:00,https://twitter.com/UzieEko/status/1517274365746118657,"@CatatanAli07 Ajak main ajak nginep 
Mungkin pengagum rhs Bang Ali 🤔",0,0,0,,1.2086465667114476e+18,UzieEko,🇮🇩,826.0,974.0,19869.0,9469.0,,,,,,,
354,354,901,1517285852392886274,2022-04-21 23:35:11+00:00,https://twitter.com/siregar_najeges/status/1517285852392886274,@CatatanAli07 Tapi ternyata si Ali ga folbek ommi...sumpah itu ga fitnah...😁,1,0,0,,1052339653.0,siregar_najeges,Indonesia🇮🇩,11092.0,5989.0,47482.0,57736.0,,,,,,,
355,355,900,1517300333441331200,2022-04-22 00:32:44+00:00,https://twitter.com/Uncukoto1/status/1517300333441331200,@CatatanAli07 Respont aja dulu maunya apa ntar ketahuan,1,0,0,,8.586748397033062e+17,Uncukoto1,"Bogor, Jawa Barat",232.0,327.0,1638.0,4726.0,,,,,,,
356,356,899,1517320701019291648,2022-04-22 01:53:40+00:00,https://twitter.com/Cengkonek2/status/1517320701019291648,@CatatanAli07 apa karena cinta bertepuk sebelah tangan ya om??? sabar aja om,2,0,1,,1.07092237091797e+18,Cengkonek2,,2039.0,2439.0,25173.0,25764.0,,,,,,,
357,357,135,1517326244454739968,2022-04-22 02:15:41+00:00,https://twitter.com/CatatanAli07/status/1517326244454739968,"Ada lagi ORANG GILA ngaku sedaerah sama gua tau pasti soal gua

tapi aneh nya gua sendiri merasa gak pernah ketemu sama sekali sama dia gak tau siapa itu orang dan dia pake akun anonim 🤣😂

Goblok 😂",2,2,1,,1.4921908284999025e+18,CatatanAli07,,2697.0,1559.0,226.0,4473.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
358,358,898,1517328585626955782,2022-04-22 02:25:00+00:00,https://twitter.com/ummuahmadwaibra/status/1517328585626955782,@CatatanAli07 Jangan² dia suka sama elu tuh?,0,1,0,,1.4306979131649638e+18,ummuahmadwaibra,,1109.0,1042.0,1554.0,910.0,,,,,,,
359,359,897,1517329769561395201,2022-04-22 02:29:42+00:00,https://twitter.com/Jin_Koplok/status/1517329769561395201,"@CatatanAli07 Sini Saya Bimbing

Melawan Fitnah",1,1,0,,1.2197917860689592e+18,Jin_Koplok,,5093.0,3993.0,95684.0,30299.0,,,,,,,
360,360,896,1517331045385142277,2022-04-22 02:34:46+00:00,https://twitter.com/LihyaStore/status/1517331045385142277,@CatatanAli07 Alhamdulillah bang banyak transferan pahala berlipat lipat saat ramadhan pula 🙏,1,1,0,,3185009496.0,LihyaStore,"DKI Jakarta, Indonesia",2871.0,4418.0,27895.0,21470.0,,,,,,,
361,361,895,1517332505140994048,2022-04-22 02:40:34+00:00,https://twitter.com/Jin_Koplok/status/1517332505140994048,@CatatanAli07 Sabaaarrr https://t.co/7GulbsmZqF,0,1,0,,1.2197917860689592e+18,Jin_Koplok,,5093.0,3993.0,95684.0,30299.0,,,,,,,
362,362,894,1517334160939003904,2022-04-22 02:47:09+00:00,https://twitter.com/Jin_Koplok/status/1517334160939003904,@CatatanAli07 Wong sabar kui bokong e jembar jare si mbah,0,1,0,,1.2197917860689592e+18,Jin_Koplok,,5093.0,3993.0,95684.0,30299.0,,,,,,,
363,363,893,1517334197647683585,2022-04-22 02:47:18+00:00,https://twitter.com/ummuahmadwaibra/status/1517334197647683585,@CatatanAli07 Hombreng😂,0,1,0,,1.4306979131649638e+18,ummuahmadwaibra,,1109.0,1042.0,1554.0,910.0,,,,,,,
364,364,892,1517334926340804609,2022-04-22 02:50:11+00:00,https://twitter.com/ummuahmadwaibra/status/1517334926340804609,@CatatanAli07 😬,0,0,0,,1.4306979131649638e+18,ummuahmadwaibra,,1109.0,1042.0,1554.0,910.0,,,,,,,
365,365,891,1517340968688644096,2022-04-22 03:14:12+00:00,https://twitter.com/Nurulkjo1/status/1517340968688644096,@CatatanAli07 Hmmmmm,0,1,0,,1.1323124251081073e+18,Nurulkjo1,,14092.0,6704.0,185720.0,121455.0,,,,,,,
366,366,890,1517350448969424896,2022-04-22 03:51:52+00:00,https://twitter.com/evalez_fr/status/1517350448969424896,@CatatanAli07 Kang gibahnya suka golf ngga 😆😂😂,0,1,0,,108235896.0,evalez_fr,,16445.0,6790.0,238365.0,97535.0,,,,,,,
367,367,889,1517352340281786368,2022-04-22 03:59:23+00:00,https://twitter.com/DeweSing/status/1517352340281786368,@CatatanAli07 Mosok,0,1,0,,1.4394614276731126e+18,DeweSing,Indonesia,2831.0,814.0,62093.0,10567.0,,,,,,,
368,368,888,1517367601722462209,2022-04-22 05:00:02+00:00,https://twitter.com/Oliver4751347/status/1517367601722462209,@CatatanAli07 Wew... 👀,0,0,0,,382826246.0,Oliver4751347,,1643.0,1643.0,3349.0,4634.0,,,,,,,
369,369,887,1517395107011792898,2022-04-22 06:49:20+00:00,https://twitter.com/RoyMNasution3/status/1517395107011792898,@CatatanAli07 ABG kan artis Indonesia 😂😂🙈,0,1,0,,1.4573447676714312e+18,RoyMNasution3,,1238.0,1233.0,84537.0,44483.0,,,,,,,
370,370,134,1517396632836648961,2022-04-22 06:55:23+00:00,https://twitter.com/CatatanAli07/status/1517396632836648961,"Kuker dulur ku wedok siji iki ndak ono lawane Semalang raya pokok e paling wunakkkkkk Tak Jamin 

Yok diorder 👇👇 https://t.co/EjpTUPJdvO",2,1,2,,1.4921908284999025e+18,CatatanAli07,,2697.0,1559.0,226.0,4473.0,,,,,,,
371,371,886,1517397152502534144,2022-04-22 06:57:27+00:00,https://twitter.com/nyonyahsyuuper/status/1517397152502534144,"@CatatanAli07 Kok campur bahagia campur geregeten campur gemes yo 😂😂

Maturnuwun sodara https://t.co/KutnlSnBcB",2,0,1,,607949095.0,nyonyahsyuuper,+62,12978.0,7012.0,111049.0,94189.0,,,,,,,
372,372,885,1517397744444649472,2022-04-22 06:59:48+00:00,https://twitter.com/RoyMNasution3/status/1517397744444649472,@CatatanAli07 Sing sabar bg ye 😂,0,0,0,,1.4573447676714312e+18,RoyMNasution3,,1238.0,1233.0,84537.0,44483.0,,,,,,,
373,373,884,1517401939658428416,2022-04-22 07:16:29+00:00,https://twitter.com/Yusufhidayatsmd/status/1517401939658428416,@CatatanAli07 Mungkin di pikir lu Ali Muchtar Ngabalin,0,0,0,,1.1080351965640416e+18,Yusufhidayatsmd,,507.0,860.0,1637.0,2574.0,,,,,,,
374,374,133,1517423245305446401,2022-04-22 08:41:08+00:00,https://twitter.com/CatatanAli07/status/1517423245305446401,"KASTENGEL dan NASTARE dulur wedok ku siji iki Paling Wuuuuuueeenaaaaakkk Sak Malang Tak jamin....

Ndak Nyesel Pokok e kalau Order 
Yok buruan Diorder sebelum Ditutup pengiriman nya jelang LEBARAN

👇👇 https://t.co/2gJdllBzGw",6,1,3,,1.4921908284999025e+18,CatatanAli07,,2697.0,1559.0,226.0,4473.0,,,,,,,
375,375,883,1517423407922839552,2022-04-22 08:41:47+00:00,https://twitter.com/nyonyahsyuuper/status/1517423407922839552,"@CatatanAli07 Heeeeeee

Maturnuwun https://t.co/42ng7zCYJ0",0,0,0,,607949095.0,nyonyahsyuuper,+62,12978.0,7012.0,111049.0,94189.0,,,,,,,
376,376,882,1517426823465865217,2022-04-22 08:55:21+00:00,https://twitter.com/Nissa_4yu/status/1517426823465865217,@CatatanAli07 Done lurah mas Ali,0,1,0,,1.454108104379945e+18,Nissa_4yu,,3126.0,2428.0,2747.0,4611.0,,,,,,,
377,377,881,1517427143957172224,2022-04-22 08:56:38+00:00,https://twitter.com/echoPiR/status/1517427143957172224,@CatatanAli07 https://t.co/50OpKaPl6H,0,0,0,,3193742610.0,echoPiR,Jakarta Capital Region,288.0,563.0,11538.0,51780.0,,,,,,,
378,378,880,1517427506093387776,2022-04-22 08:58:04+00:00,https://twitter.com/cipta_da/status/1517427506093387776,@CatatanAli07 Bahkan baca twitnya aja gw malu..,0,1,0,,1.222089659443925e+18,cipta_da,SEA,53.0,711.0,4204.0,1081.0,,,,,,,
379,379,879,1517429399280267265,2022-04-22 09:05:35+00:00,https://twitter.com/MerapiWarga/status/1517429399280267265,@CatatanAli07 Orang-orang seperti itu buta sejarah,0,0,0,,1.213726315720794e+18,MerapiWarga,"Yogyakarta, Indonesia",85.0,75.0,561.0,1145.0,,,,,,,
380,380,878,1517435039898021889,2022-04-22 09:28:00+00:00,https://twitter.com/firmanahmedinej/status/1517435039898021889,"@CatatanAli07 Ya bang,bhkn laki2 brndalan n ga paham agama pun tdk sejahanam ini bahasa nya pd perempuan apa lgi sampai memfitnah sgala..!! Ini anak ga ada malu nya bhkn mungkin dia bangga dgn ocehan jahat dia tu.!!",3,1,0,,101442124.0,firmanahmedinej,,1962.0,3232.0,100230.0,12168.0,,,,,,,
381,381,877,1517436907851943936,2022-04-22 09:35:26+00:00,https://twitter.com/Louis_chantika/status/1517436907851943936,"@CatatanAli07 kek nya cuitannya dah di hapus deh kak, cma SS bertebaran",1,1,0,,1.3994021812545454e+18,Louis_chantika,"DKI Jakarta, Indonesia 🇮🇩",12277.0,6661.0,214657.0,75681.0,,,,,,,
382,382,876,1517455783835082752,2022-04-22 10:50:26+00:00,https://twitter.com/MMargani5/status/1517455783835082752,"@CatatanAli07 Dari Makian nya Terlihat jelas ia org yg BUTA SEJARAH...
Pdhl Negri Yaman Berkontribusi sngt besar dlm masa awal penyebaran islam 'Di' Nusantara..🤦‍♂️",11,0,0,,1.0281245332013711e+18,MMargani5,,14549.0,9882.0,106564.0,87200.0,,,,,,,
383,383,875,1517458011039879168,2022-04-22 10:59:17+00:00,https://twitter.com/Hape67889697/status/1517458011039879168,"@CatatanAli07 Bagaimana pun,NU secara organisasi harus ikut bertanggung jawab. Karena selama ini,orang2 seperti ini menggunakan dan manfaatkan baju ke NU annya dalam berinteraksi,dan NU..sampai saat ini membiarkannya.",0,0,0,,1.029849874362069e+18,Hape67889697,Republik Indonesia,446.0,1192.0,6643.0,5550.0,,,,,,,
384,384,874,1517466860802912256,2022-04-22 11:34:27+00:00,https://twitter.com/annaufal31/status/1517466860802912256,"@CatatanAli07 Mereka sebenarnya mau menghina Rasulullah, nenek moyang Rasulullah dari yaman karena istri nabi ismail dari suku jumhur yaman, dan banyak hadis meriwayatkan tentang yaman, tidak suka yaman berarti tidak Rasulullah SAW",6,1,1,,2994178177.0,annaufal31,,385.0,264.0,7586.0,9928.0,,,,,,,
385,385,873,1517471699813679104,2022-04-22 11:53:41+00:00,https://twitter.com/bentanjunx/status/1517471699813679104,@CatatanAli07 Orang yg tidak tahu sejarah nenek moyangnya,1,0,0,,,,,,,,,,,,,,,
386,386,872,1517472440339021825,2022-04-22 11:56:37+00:00,https://twitter.com/RizkiAsihan/status/1517472440339021825,"@CatatanAli07 Kepencet
🤦🏻‍♂️ https://t.co/VgPi6cyZqz",5,7,9,,307976528.0,RizkiAsihan,Bogor - Indonesia,21261.0,10266.0,41335.0,31310.0,,,,,,,
